Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Wing,Aluminum,21,Used,South America,Boeing,737,Furniture,966,136,2690,640,935,149,2617,230,54.17373625,7.238067179,4.450627289,0.3923062571,10.88290579,13.74919522,830,2050,786,2387,2.78743989,39.23062571,10.88290579
Wing,Composite,14,Used,North America,Bombardier,737,Building Materials,162,70,1836,579,840,83,2353,179,79.15248368,9.3988812,4.064696269,0.2526186003,2.178504729,92.93989743,92,1257,757,2174,5.334184931,25.26186003,2.178504729
Wing,Titanium,18,New,Asia,Embraer,E175,Art Installations,873,196,2172,456,357,62,3869,353,75.35663926,3.90638887,1.29541741,0.6277159551,24.88709499,37.07928125,677,1716,295,3516,2.61097146,62.77159551,24.88709499
Wing,Composite,4,New,Australia,Boeing,A320,Automotive Components,893,125,5144,467,139,160,1795,274,57.78374743,2.476508852,1.399148472,0.001540011154,30.54004871,97.54179419,768,4677,-21,1521,1.07736038,0.1540011154,30.54004871
Wing,Composite,49,Used,South America,Embraer,A320,Furniture,788,78,5200,268,206,168,2138,189,73.33954509,8.100720923,3.264670896,0.5135260844,47.66713392,95.2969749,710,4932,38,1949,4.836050027,51.35260844,47.66713392
Engine,Titanium,36,New,Australia,Embraer,737,Aircraft Maintenance,647,120,9093,468,926,182,2662,292,62.10154917,2.923298859,2.212414185,0.6860792588,15.39049468,58.34665493,527,8625,744,2370,0.7108846748,68.60792588,15.39049468
Engine,Aluminum,0,New,South America,Gulfstream,Citation X,Art Installations,605,110,5241,837,892,20,2473,487,92.37236838,1.184066822,1.04478577,0.8548312872,44.59525167,31.10160107,495,4404,872,1986,0.1392810525,85.48312872,44.59525167
Fuselage,Titanium,5,New,Australia,Boeing,A320,Furniture,466,96,1796,628,482,162,4755,491,88.81874472,6.337821388,4.629331807,0.8450774474,41.48262041,99.01918415,370,1168,320,4264,1.708489581,84.50774474,41.48262041
Fuselage,Aluminum,8,New,Australia,Gulfstream,G650,Aircraft Maintenance,232,85,9196,212,868,27,4222,280,86.03977794,8.314444661,4.274563647,0.1572310814,92.10047161,22.16531749,147,8984,841,3942,4.039881014,15.72310814,92.10047161
Wing,Aluminum,47,New,North America,Airbus,E175,Building Materials,816,118,6451,973,822,184,1218,496,62.01224267,1.143119807,2.892307535,0.994066151,2.73990974,86.05823079,698,5478,638,722,-1.749187728,99.4066151,2.73990974
Wing,Titanium,14,New,Europe,Gulfstream,CRJ900,Building Materials,720,147,3986,963,690,176,1341,180,51.78579637,3.98823468,1.049140019,0.3993315719,71.9506018,45.12165799,573,3023,514,1161,2.939094661,39.93315719,71.9506018
Landing Gear,Steel,26,New,North America,Boeing,CRJ900,Art Installations,971,76,3306,972,312,97,3583,335,94.89326014,6.868027921,4.847152907,0.1920870201,21.60107442,99.08365653,895,2334,215,3248,2.020875014,19.20870201,21.60107442
Landing Gear,Aluminum,28,New,North America,Cessna,E175,Automotive Components,502,107,1032,894,187,128,1840,275,90.40112852,3.518825271,1.209085889,0.9864524113,35.44211844,77.44153863,395,138,59,1565,2.309739383,98.64524113,35.44211844
Engine,Titanium,32,Used,Africa,Bombardier,G650,Automotive Components,583,28,6197,639,441,170,1235,175,67.50917983,8.587542627,4.369126752,0.595945542,30.26123285,36.46984376,555,5558,271,1060,4.218415875,59.5945542,30.26123285
Engine,Composite,17,New,Europe,Boeing,E175,Furniture,485,137,2544,965,701,131,3362,376,73.57839348,7.415201087,4.158957791,0.2404995763,44.83904992,68.27868504,348,1579,570,2986,3.256243295,24.04995763,44.83904992
Wing,Titanium,15,New,Africa,Gulfstream,A320,Art Installations,958,68,3400,773,400,108,723,396,64.95774979,9.58769163,3.366334029,0.7898714069,8.205361033,25.38389238,890,2627,292,327,6.221357601,78.98714069,8.205361033
Wing,Titanium,24,New,Australia,Embraer,G650,Automotive Components,464,85,7085,536,666,150,2161,189,60.19930084,4.586906146,3.468028738,0.2748237159,31.29572764,85.12481872,379,6549,516,1972,1.118877408,27.48237159,31.29572764
Engine,Aluminum,24,New,North America,Gulfstream,E175,Aircraft Maintenance,672,164,8321,720,122,126,2644,448,84.0767453,1.132770979,2.165158258,0.8659198354,5.540928647,59.22829912,508,7601,-4,2196,-1.032387279,86.59198354,5.540928647
Wing,Steel,9,Used,Asia,Boeing,G650,Automotive Components,416,168,3895,434,220,42,1974,258,80.42528377,2.455889117,2.668789627,0.5528595241,56.76136106,10.92641074,248,3461,178,1716,-0.2129005102,55.28595241,56.76136106
Fuselage,Composite,4,Used,North America,Embraer,E175,Automotive Components,620,38,7313,409,392,183,692,373,86.53027609,4.507529567,1.840852575,0.06459907798,38.16337232,26.36737758,582,6904,209,319,2.666676992,6.459907798,38.16337232
Avionics,Titanium,49,Used,South America,Cessna,A320,Aircraft Maintenance,681,96,7401,572,685,136,3588,455,76.09752119,9.453211991,1.631628059,0.5788221347,31.2113077,80.7131454,585,6829,549,3133,7.821583932,57.88221347,31.2113077
Fuselage,Aluminum,14,New,North America,Boeing,Citation X,Furniture,414,186,8035,849,789,171,2018,245,52.6101483,3.136809419,2.998547662,0.9156017141,42.02250058,11.38221276,228,7186,618,1773,0.1382617575,91.56017141,42.02250058
Wing,Composite,15,New,Africa,Airbus,Citation X,Art Installations,361,64,5453,329,891,92,4977,167,82.81563638,8.050722732,3.815157713,0.03389998052,11.07122947,11.37156965,297,5124,799,4810,4.23556502,3.389998052,11.07122947
Landing Gear,Composite,35,Used,North America,Cessna,CRJ900,Automotive Components,117,194,3537,767,911,109,2486,435,69.07295605,7.954336729,1.452834119,0.5725875294,34.51689574,9.605460612,-77,2770,802,2051,6.50150261,57.25875294,34.51689574
Landing Gear,Titanium,16,Used,North America,Bombardier,A320,Building Materials,146,50,2919,996,348,117,3740,314,75.82947779,3.9581108,3.841709662,0.1971169992,88.56919813,97.9557154,96,1923,231,3426,0.1164011379,19.71169992,88.56919813
Landing Gear,Aluminum,31,Used,Australia,Boeing,G650,Art Installations,701,137,8819,223,770,146,4519,328,75.68292808,3.443865621,3.304874597,0.5093405937,32.65521959,50.14799047,564,8596,624,4191,0.1389910236,50.93405937,32.65521959
Wing,Steel,10,New,Africa,Cessna,E175,Aircraft Maintenance,766,101,8291,849,853,187,4659,257,81.51569471,4.701011988,4.527543002,0.5230369358,58.06031972,92.67003124,665,7442,666,4402,0.1734689862,52.30369358,58.06031972
Landing Gear,Steel,4,Used,South America,Airbus,737,Aircraft Maintenance,309,63,5369,664,143,103,3176,487,76.39741683,2.629078978,1.123727527,0.8856232467,58.2039668,77.80478891,246,4705,40,2689,1.505351451,88.56232467,58.2039668
Landing Gear,Composite,3,New,Australia,Embraer,CRJ900,Building Materials,378,74,7551,878,564,77,4080,386,52.88665043,5.429822353,4.387384786,0.8391246116,9.876934419,11.00281835,304,6673,487,3694,1.042437567,83.91246116,9.876934419
Landing Gear,Composite,27,New,Europe,Bombardier,G650,Building Materials,699,125,9784,436,738,42,3875,298,83.34494543,1.763415019,2.454341956,0.9519681825,24.92640367,57.4519683,574,9348,696,3577,-0.6909269378,95.19681825,24.92640367
Engine,Composite,46,Used,Australia,Embraer,E175,Furniture,413,52,2311,857,867,167,3501,468,80.16390257,6.955115002,2.405043661,0.3566927227,98.002198,51.01397268,361,1454,700,3033,4.550071341,35.66927227,98.002198
Fuselage,Composite,19,Used,Europe,Bombardier,E175,Aircraft Maintenance,765,125,2795,818,629,151,2246,142,57.48433795,9.941430634,3.97573059,0.2722856852,48.12462877,53.86945651,640,1977,478,2104,5.965700045,27.22856852,48.12462877
Engine,Aluminum,0,New,Asia,Cessna,Citation X,Building Materials,460,188,7384,481,949,189,1484,377,62.44137092,1.637212554,4.92569123,0.4885962553,78.45398095,81.70126646,272,6903,760,1107,-3.288478676,48.85962553,78.45398095
Fuselage,Composite,46,New,Africa,Cessna,Citation X,Furniture,710,179,9528,605,788,178,3276,324,66.45876751,4.755022043,2.170340265,0.1141628226,76.07152119,55.01361182,531,8923,610,2952,2.584681778,11.41628226,76.07152119
Landing Gear,Composite,47,New,South America,Embraer,Citation X,Automotive Components,387,46,2375,744,470,42,2304,382,61.62837719,9.78699592,4.665198715,0.8219511357,32.78013957,87.09186239,341,1631,428,1922,5.121797205,82.19511357,32.78013957
Avionics,Aluminum,35,Used,Africa,Cessna,G650,Building Materials,120,142,8381,698,641,98,746,229,88.69353357,4.746968162,4.247836182,0.353436686,68.33994698,5.974900359,-22,7683,543,517,0.49913198,35.3436686,68.33994698
Avionics,Composite,49,New,South America,Embraer,CRJ900,Aircraft Maintenance,425,130,7824,390,898,115,3436,495,57.63896904,1.706932239,3.246963292,0.7360141857,17.94645962,29.39289492,295,7434,783,2941,-1.540031053,73.60141857,17.94645962
Fuselage,Composite,24,New,Australia,Cessna,A320,Aircraft Maintenance,674,107,1092,623,507,128,4064,256,62.80821208,5.568456428,2.982564841,0.1100251217,98.82263597,97.43036495,567,469,379,3808,2.585891587,11.00251217,98.82263597
Avionics,Steel,23,Used,South America,Bombardier,A320,Building Materials,458,34,6687,536,595,33,3691,144,71.49848185,1.211088481,4.233522914,0.2735974833,78.87609704,57.70600464,424,6151,562,3547,-3.022434433,27.35974833,78.87609704
Wing,Steel,13,New,Africa,Bombardier,Citation X,Art Installations,297,76,9423,748,217,62,3610,483,90.13656886,7.94579137,1.509425324,0.7265572852,71.31765062,68.24659317,221,8675,155,3127,6.436366046,72.65572852,71.31765062
Landing Gear,Steel,29,New,North America,Cessna,E175,Automotive Components,898,31,3682,412,976,64,1795,487,80.4686248,1.729400559,3.046597593,0.9890988422,46.36222958,76.37268158,867,3270,912,1308,-1.317197034,98.90988422,46.36222958
Fuselage,Titanium,3,New,Europe,Embraer,G650,Aircraft Maintenance,513,27,1081,372,979,188,2456,262,67.05290493,4.858984697,2.78312662,0.5764865227,45.19478275,73.40019522,486,709,791,2194,2.075858076,57.64865227,45.19478275
Avionics,Composite,25,Used,North America,Gulfstream,A320,Art Installations,646,106,5634,537,935,48,620,218,74.7135411,4.318472262,3.28051894,0.6843096554,28.83213287,8.510153869,540,5097,887,402,1.037953321,68.43096554,28.83213287
Avionics,Titanium,29,New,North America,Bombardier,A320,Building Materials,529,190,4707,210,356,155,1519,320,79.04727629,7.957561926,2.168859553,0.5404233353,39.11501117,72.34446721,339,4497,201,1199,5.788702372,54.04233353,39.11501117
Fuselage,Titanium,38,New,Asia,Boeing,E175,Art Installations,860,99,2371,369,273,39,2099,408,85.80750743,3.186275375,3.586806835,0.5374116053,32.72018842,63.3851215,761,2002,234,1691,-0.4005314598,53.74116053,32.72018842
Avionics,Steel,30,New,Australia,Boeing,E175,Building Materials,486,87,2622,786,151,132,2790,400,80.7169522,2.424023976,1.622029882,0.04403253893,30.55039346,6.662203856,399,1836,19,2390,0.8019940943,4.403253893,30.55039346
Landing Gear,Steel,33,New,Europe,Gulfstream,Citation X,Furniture,678,137,6876,559,229,129,3131,334,85.4418218,4.213701596,2.464269217,0.8959192841,81.29523045,66.1526529,541,6317,100,2797,1.749432378,89.59192841,81.29523045
Avionics,Composite,9,Used,Asia,Airbus,CRJ900,Automotive Components,683,98,2566,866,833,115,1221,335,74.23828603,5.682452352,3.96077602,0.4075701686,57.91766162,70.34797577,585,1700,718,886,1.721676332,40.75701686,57.91766162
Wing,Steel,7,Used,North America,Gulfstream,A320,Furniture,526,182,2053,219,105,132,2602,477,56.80111538,2.337401985,1.143409852,0.3339809431,73.07013429,34.53934792,344,1834,-27,2125,1.193992133,33.39809431,73.07013429
Wing,Aluminum,2,New,Asia,Embraer,Citation X,Art Installations,733,26,2276,966,994,111,3499,193,60.92169891,9.122648258,1.197288882,0.6409436638,42.21449363,53.51266967,707,1310,883,3306,7.925359376,64.09436638,42.21449363
Wing,Steel,47,Used,Asia,Boeing,737,Building Materials,465,95,6051,981,389,105,726,255,86.28036595,9.579151679,4.380738798,0.4504455791,56.40604417,97.16109519,370,5070,284,471,5.198412881,45.04455791,56.40604417
Landing Gear,Steel,1,Used,Australia,Bombardier,E175,Automotive Components,189,102,5624,490,419,121,3824,175,81.85252832,7.558190631,2.461252557,0.8216974847,94.47621223,65.35286606,87,5134,298,3649,5.096938074,82.16974847,94.47621223
Landing Gear,Composite,48,Used,North America,Bombardier,A320,Aircraft Maintenance,114,176,5523,710,364,37,2327,396,80.8150691,1.665518696,4.575363056,0.2772085737,48.80965433,99.75230081,-62,4813,327,1931,-2.909844359,27.72085737,48.80965433
Fuselage,Titanium,21,Used,South America,Boeing,E175,Furniture,640,70,3202,973,630,71,2779,277,53.38424469,8.156990994,4.7729997,0.4442095039,64.11589277,55.9863759,570,2229,559,2502,3.383991294,44.42095039,64.11589277
Avionics,Aluminum,30,New,North America,Boeing,E175,Aircraft Maintenance,661,56,5524,383,438,145,2150,114,54.22640011,9.364841039,3.388783127,0.2272741117,49.19509718,77.13141783,605,5141,293,2036,5.976057912,22.72741117,49.19509718
Wing,Composite,26,New,Africa,Cessna,G650,Furniture,505,113,8414,662,452,173,917,457,65.3917452,5.037195987,3.951903176,0.3709551921,37.75804813,62.66558515,392,7752,279,460,1.085292811,37.09551921,37.75804813
Fuselage,Composite,40,New,Australia,Gulfstream,Citation X,Art Installations,605,158,4089,266,569,86,2094,101,55.7758742,5.167309771,1.68065045,0.3540102071,69.69345884,13.18439308,447,3823,483,1993,3.486659321,35.40102071,69.69345884
Engine,Steel,9,Used,Australia,Embraer,737,Aircraft Maintenance,158,138,1206,516,708,45,1918,238,65.15758695,3.768618162,2.043255049,0.8993475448,4.103153704,79.61630137,20,690,663,1680,1.725363113,89.93475448,4.103153704
Fuselage,Titanium,17,New,Europe,Boeing,G650,Automotive Components,895,52,1807,696,331,87,2589,127,90.23664636,9.489140678,2.53243721,0.9919557616,56.60418019,42.15431476,843,1111,244,2462,6.956703467,99.19557616,56.60418019
Wing,Steel,33,New,South America,Airbus,737,Automotive Components,988,110,2717,204,582,22,4466,395,61.66936761,9.253602872,1.791606826,0.6476417935,20.04965695,41.26431948,878,2513,560,4071,7.461996046,64.76417935,20.04965695
Engine,Aluminum,39,Used,North America,Airbus,G650,Building Materials,631,90,6657,763,772,90,1730,135,65.03864944,2.449736435,3.886489542,0.2410520432,47.07632102,73.53383882,541,5894,682,1595,-1.436753107,24.10520432,47.07632102
Engine,Aluminum,45,New,Australia,Bombardier,A320,Art Installations,359,100,9024,612,174,136,2029,180,62.88445415,2.678188946,3.78310261,0.7170114924,74.45049374,59.02645108,259,8412,38,1849,-1.104913664,71.70114924,74.45049374
Wing,Composite,6,Used,Asia,Cessna,A320,Automotive Components,276,85,8016,746,200,167,2882,326,75.25577271,7.400767694,4.798111843,0.8605690851,39.72051181,84.0861724,191,7270,33,2556,2.602655851,86.05690851,39.72051181
Avionics,Titanium,43,New,Australia,Embraer,A320,Furniture,358,66,3410,355,542,60,4984,315,64.65968092,9.737220451,4.393190627,0.1754041144,41.00788037,21.52543085,292,3055,482,4669,5.344029824,17.54041144,41.00788037
Avionics,Aluminum,42,New,South America,Bombardier,G650,Building Materials,260,36,6023,354,104,176,2050,356,82.42893331,1.237667297,1.289642819,0.9734512583,71.75715574,11.95957039,224,5669,-72,1694,-0.05197552119,97.34512583,71.75715574
Landing Gear,Titanium,39,New,South America,Embraer,E175,Automotive Components,833,144,7921,439,567,81,4516,154,65.95303464,8.753728627,4.623488163,0.3592681868,35.21664586,6.152027146,689,7482,486,4362,4.130240463,35.92681868,35.21664586
Avionics,Composite,17,New,Asia,Boeing,E175,Aircraft Maintenance,437,116,5361,718,816,87,2881,421,75.99779515,6.736126645,3.408763167,0.02080818971,43.19410998,72.53810495,321,4643,729,2460,3.327363478,2.080818971,43.19410998
Avionics,Steel,25,Used,Australia,Embraer,737,Furniture,214,84,8590,380,161,127,4454,365,66.74327765,4.148494754,4.298917547,0.5381125729,74.73827923,55.53806126,130,8210,34,4089,-0.1504227931,53.81125729,74.73827923
Avionics,Composite,30,New,Africa,Cessna,CRJ900,Building Materials,387,122,4323,370,969,69,4567,243,55.54362299,4.182240307,1.108771362,0.4394345513,2.803689921,53.2754735,265,3953,900,4324,3.073468945,43.94345513,2.803689921
Fuselage,Steel,28,New,Europe,Bombardier,A320,Furniture,743,162,2823,871,168,118,4092,406,58.93022078,5.750076186,4.734608036,0.04925952956,3.848834609,5.161190813,581,1952,50,3686,1.01546815,4.925952956,3.848834609
Engine,Steel,4,Used,Africa,Embraer,G650,Aircraft Maintenance,163,42,8413,769,270,76,618,432,93.29983671,7.997696617,2.520152144,0.03595738468,50.59582287,35.28013512,121,7644,194,186,5.477544474,3.595738468,50.59582287
Avionics,Steel,47,Used,Europe,Cessna,CRJ900,Furniture,242,25,5418,686,433,104,3175,227,78.02243252,8.541905059,2.514104356,0.4442864412,13.61238897,33.47069111,217,4732,329,2948,6.027800702,44.42864412,13.61238897
Engine,Composite,41,Used,Africa,Airbus,Citation X,Automotive Components,195,125,1522,723,807,75,3757,435,63.99027514,5.662305415,1.018480571,0.3203382041,84.29736088,33.10714677,70,799,732,3322,4.643824844,32.03382041,84.29736088
Landing Gear,Titanium,21,New,Australia,Gulfstream,G650,Furniture,551,121,9270,484,260,119,2934,315,79.46272004,9.200356042,4.54760974,0.6211977842,88.50749777,97.25580193,430,8786,141,2619,4.652746302,62.11977842,88.50749777
Fuselage,Composite,21,New,Europe,Gulfstream,Citation X,Furniture,630,172,2477,663,302,42,1757,442,79.40125093,1.350904725,1.512847434,0.209246772,1.214570228,32.44559885,458,1814,260,1315,-0.1619427092,20.9246772,1.214570228
Avionics,Steel,2,New,Australia,Gulfstream,A320,Automotive Components,689,148,4767,466,327,33,2608,261,89.97028135,9.185250163,1.475871438,0.7776524509,49.09521363,94.61952852,541,4301,294,2347,7.709378725,77.76524509,49.09521363
Engine,Steel,31,New,North America,Gulfstream,737,Furniture,956,44,4574,687,484,59,4465,373,73.61097895,2.037378715,2.316831154,0.5395972604,37.48376519,97.0861707,912,3887,425,4092,-0.279452439,53.95972604,37.48376519
Fuselage,Steel,13,Used,Africa,Airbus,737,Aircraft Maintenance,381,95,9029,955,794,105,3354,133,78.53071452,4.127197121,2.556002041,0.667130207,47.21717927,39.57167029,286,8074,689,3221,1.57119508,66.7130207,47.21717927
Engine,Aluminum,34,Used,South America,Bombardier,Citation X,Automotive Components,683,151,3902,732,171,45,1719,470,67.53732286,8.922786947,2.33461984,0.954562158,42.82888166,72.3840263,532,3170,126,1249,6.588167107,95.4562158,42.82888166
Landing Gear,Composite,47,Used,South America,Bombardier,E175,Aircraft Maintenance,737,120,7316,754,769,114,1669,323,69.30870821,5.239706495,2.091013486,0.1110031274,68.53433899,33.99803926,617,6562,655,1346,3.148693009,11.10031274,68.53433899
Wing,Composite,25,New,Europe,Bombardier,G650,Building Materials,238,158,8933,929,437,160,4362,290,74.16773808,3.576741503,3.052934101,0.7822450533,15.78284588,34.01708969,80,8004,277,4072,0.5238074016,78.22450533,15.78284588
Avionics,Steel,1,New,Africa,Bombardier,E175,Aircraft Maintenance,814,75,4538,224,288,86,4156,344,58.7034676,1.254380283,1.458012053,0.9817063699,98.52650818,92.51637688,739,4314,202,3812,-0.2036317697,98.17063699,98.52650818
Engine,Titanium,44,Used,Australia,Embraer,737,Furniture,301,22,6854,591,318,173,2545,237,94.34699305,7.808926596,1.740811898,0.1407234178,22.41091652,94.04313707,279,6263,145,2308,6.068114698,14.07234178,22.41091652
